,pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
213,GJ 849 c,4.974,0.083,-0.074,0.0,0.468458,0.006829,-0.006829,0.0,3562.68,30.5,-30.5,0.0
214,GJ 86 b,0.11,0.0,0.0,0.0,0.77,0.01,-0.01,0.0,5182.0,11.0,-11.0,0.0
215,GJ 876 b,0.20774,4e-05,-4e-05,0.0,0.352224,0.01053,-0.01053,0.0,3271.0,157.0,-157.0,0.0
216,GJ 876 c,0.13065,5e-05,-5e-05,0.0,0.352224,0.01053,-0.01053,0.0,3271.0,157.0,-157.0,0.0
217,GJ 876 d,0.021,0.001,-0.001,0.0,0.352224,0.01053,-0.01053,0.0,3271.0,157.0,-157.0,0.0
218,GJ 876 e,0.345,0.001,-0.002,0.0,0.352224,0.01053,-0.01053,0.0,3271.0,157.0,-157.0,0.0
219,GJ 887 b,0.068,0.002,-0.002,0.0,0.4712,0.086,-0.086,0.0,3688.0,86.0,-86.0,0.0
220,GJ 887 c,0.12,0.004,-0.004,0.0,0.4712,0.086,-0.086,0.0,3688.0,86.0,-86.0,0.0
221,GJ 9066 c,0.88,0.02,-0.02,0.0,0.164,0.005,-0.005,0.0,3154.0,54.0,-54.0,0.0
222,GJ 9689 b,0.1139,0.0039,-0.0039,0.0,0.57,0.06,-0.06,0.0,3836.0,69.0,-69.0,0.0
223,GJ 9827 b,0.0188,0.0002,-0.00014,0.0,0.602,0.005,-0.004,0.0,4340.0,40.0,-53.0,0.0
224,GJ 9827 c,0.042,0.003,-0.003,0.0,0.651,0.065,-0.065,0.0,4255.0,110.0,-110.0,0.0
225,GJ 9827 d,0.05615,0.00089,-0.00091,0.0,0.613,0.033,-0.034,0.0,4269.0,98.0,-99.0,0.0
226,GPX-1 b,0.0338,0.0003,-0.0003,0.0,1.56,0.1,-0.1,0.0,7000.0,200.0,-200.0,0.0
227,Gaia-1 b,0.04047,0.00094,-0.00094,0.0,0.952,0.025,-0.025,0.0,5470.0,110.0,-110.0,0.0
228,Gaia-2 b,0.0467,0.0015,-0.0015,0.0,1.064,0.031,-0.031,0.0,5720.0,84.0,-84.0,0.0
229,Gl 378 b,0.039435,0.00023,-0.00023,0.0,0.56,0.02,-0.02,0.0,3879.0,67.0,-67.0,0.0
230,Gl 410 b,0.0531,0.0006,-0.0006,0.0,0.543,0.009,-0.009,0.0,3842.0,31.0,-31.0,0.0
231,Gl 49 b,0.0905,0.0011,-0.0011,0.0,0.511,0.018,-0.018,0.0,3805.0,51.0,-51.0,0.0
232,Gl 686 b,0.091,0.004,-0.004,0.0,0.42,0.05,-0.05,0.0,3663.0,68.0,-68.0,0.0
233,Gl 725 A b,0.068,0.001,-0.001,0.0,0.351,0.003,-0.003,0.0,3433.0,68.0,-68.0,0.0
234,Gliese 12 b,0.067,0.0005,-0.0006,0.0,0.269,0.008,-0.008,0.0,3253.0,55.0,-55.0,0.0
235,HAT-P-1 b,0.0551,0.0015,-0.0015,0.0,1.15,0.09,-0.09,0.0,6067.0,,,0.0
236,HAT-P-11 b,0.052,,,0.0,0.742,0.028,-0.028,0.0,4766.0,50.0,-50.0,0.0
237,HAT-P-11 c,4.13,0.29,-0.16,0.0,0.683,0.009,-0.009,0.0,4780.0,50.0,-50.0,0.0
238,HAT-P-12 b,0.0384,0.0003,-0.0003,0.0,0.701,0.017,-0.012,0.0,4650.0,60.0,-60.0,0.0
239,HAT-P-13 b,0.0427,0.0006,-0.0012,0.0,1.56,0.08,-0.08,0.0,5653.0,90.0,-90.0,0.0
240,HAT-P-13 c,1.188,0.018,-0.033,0.0,1.56,0.08,-0.08,0.0,5653.0,90.0,-90.0,0.0
241,HAT-P-14 b,0.06108,0.00078,-0.00078,0.0,1.591,0.057,-0.057,0.0,6600.0,90.0,-90.0,0.0
242,HAT-P-15 b,0.0965,0.0013,-0.0014,0.0,1.08,0.039,-0.039,0.0,5568.0,90.0,-90.0,0.0
243,HAT-P-16 b,0.04134,0.00044,-0.00045,0.0,1.237,0.054,-0.054,0.0,6158.0,80.0,-80.0,0.0
244,HAT-P-17 b,0.0882,0.0014,-0.0014,0.0,0.838,0.021,-0.021,0.0,5246.0,80.0,-80.0,0.0
245,HAT-P-17 c,2.555,0.041,-0.041,0.0,0.838,0.021,-0.021,0.0,5246.0,80.0,-80.0,0.0
246,HAT-P-18 b,0.0559,0.0007,-0.0007,0.0,0.717,0.026,-0.026,0.0,4870.0,50.0,-50.0,0.0
247,HAT-P-19 b,0.04664,0.00076,-0.00078,0.0,0.82,0.048,-0.048,0.0,4990.0,130.0,-130.0,0.0
248,HAT-P-2 b,0.06878,0.00068,-0.00068,0.0,1.64,0.09,-0.08,0.0,6290.0,60.0,-60.0,0.0
249,HAT-P-20 b,0.03617,0.00043,-0.00045,0.0,0.694,0.021,-0.021,0.0,4595.0,80.0,-80.0,0.0
250,HAT-P-21 b,0.0494,0.0007,-0.0007,0.0,1.105,0.083,-0.083,0.0,5588.0,80.0,-80.0,0.0
251,HAT-P-22 b,0.04142,0.00053,-0.00054,0.0,1.04,0.044,-0.044,0.0,5302.0,80.0,-80.0,0.0
252,HAT-P-23 b,0.0232,0.00024,-0.00024,0.0,1.203,0.074,-0.074,0.0,5905.0,80.0,-80.0,0.0
253,HAT-P-24 b,0.04651,0.00055,-0.00056,0.0,1.317,0.068,-0.068,0.0,6373.0,80.0,-80.0,0.0
254,HAT-P-25 b,0.0466,0.0005,-0.0005,0.0,0.959,0.054,-0.037,0.0,5500.0,80.0,-80.0,0.0
255,HAT-P-26 b,0.0479,0.0006,-0.0006,0.0,0.788,0.098,-0.043,0.0,5079.0,88.0,-88.0,0.0
256,HAT-P-27 b,0.04,0.0008,-0.0008,0.0,0.864673,0.049715,-0.035099,0.0,5316.0,87.12,-122.28,0.0
257,HAT-P-28 b,0.0434,0.0007,-0.0007,0.0,1.103,0.091,-0.069,0.0,5680.0,90.0,-90.0,0.0
258,HAT-P-29 b,0.06669,0.00084,-0.00086,0.0,1.224,0.13,-0.075,0.0,6087.0,88.0,-88.0,0.0
259,HAT-P-3 b,0.03842,0.0008,-0.0008,0.0,0.87,0.021,-0.021,0.0,5185.0,50.0,-50.0,0.0
260,HAT-P-30 b,0.0419,0.00046,-0.00046,0.0,1.215,0.051,-0.051,0.0,6304.0,88.0,-88.0,0.0
261,HAT-P-31 b,0.061,0.0013,-0.0011,0.0,1.36,0.27,-0.18,0.0,6070.0,100.0,-100.0,0.0
262,HAT-P-32 b,0.0343,0.0004,-0.0004,0.0,1.219,0.016,,0.0,6207.0,88.0,,0.0
263,HAT-P-33 b,0.04995,0.00048,-0.00049,0.0,1.637,0.034,-0.034,0.0,6446.0,88.0,-88.0,0.0
264,HAT-P-34 b,0.06774,0.00074,-0.00076,0.0,1.53,0.14,-0.1,0.0,6442.0,88.0,-88.0,0.0
265,HAT-P-35 b,0.0498,0.0006,-0.0006,0.0,1.435,0.084,,0.0,6096.0,88.0,,0.0
266,HAT-P-36 b,0.02382,0.00038,-0.00039,0.0,1.096,0.056,-0.056,0.0,5560.0,100.0,-100.0,0.0
267,HAT-P-37 b,0.0379,0.0006,-0.0006,0.0,0.877,0.059,-0.044,0.0,5500.0,100.0,-100.0,0.0
268,HAT-P-38 b,0.0523,0.0009,-0.0009,0.0,0.923,0.096,-0.067,0.0,5330.0,100.0,-100.0,0.0
269,HAT-P-39 b,0.0509,0.0006,-0.0006,0.0,1.625,0.081,-0.62,0.0,6430.0,100.0,-100.0,0.0
270,HAT-P-4 b,0.04465,0.00141,-0.00082,0.0,1.6,0.117,-0.042,0.0,5860.0,80.0,-80.0,0.0
271,HAT-P-40 b,0.0608,0.0006,-0.0015,0.0,2.206,0.061,,0.0,6080.0,100.0,,0.0
272,HAT-P-41 b,0.04258,0.00047,-0.00048,0.0,1.683,0.058,-0.036,0.0,6390.0,100.0,-100.0,0.0
273,HAT-P-42 b,0.0575,0.0011,-0.0011,0.0,1.53,0.14,-0.14,0.0,5743.0,50.0,-50.0,0.0
274,HAT-P-43 b,0.0443,0.0004,-0.0006,0.0,1.103,0.041,-0.021,0.0,5645.0,74.0,-74.0,0.0
275,HAT-P-44 b,0.0507,0.0007,-0.0007,0.0,0.949,0.08,-0.037,0.0,5295.0,100.0,-100.0,0.0
276,HAT-P-44 c,1.752,0.025,-0.025,0.0,0.949,0.08,-0.037,0.0,5295.0,100.0,-100.0,0.0
277,HAT-P-45 b,0.04521,0.00069,-0.0007,0.0,1.319,0.16,-0.072,0.0,6330.0,100.0,-100.0,0.0
278,HAT-P-46 b,0.0577,0.0014,-0.0009,0.0,1.396,0.293,-0.136,0.0,6120.0,100.0,-100.0,0.0
279,HAT-P-49 b,0.0438,0.0005,-0.0005,0.0,1.833,0.138,-0.076,0.0,6820.0,52.0,-52.0,0.0
280,HAT-P-5 b,0.04075,0.00076,-0.00076,0.0,1.167,0.049,-0.049,0.0,5960.0,100.0,-100.0,0.0
281,HAT-P-50 b,0.0453,0.00058,-0.0014,0.0,1.698,0.071,-0.071,0.0,6280.0,49.0,-49.0,0.0
282,HAT-P-51 b,0.05042,0.00068,-0.00065,0.0,0.995,0.013,-0.013,0.0,5453.0,31.0,-32.0,0.0
283,HAT-P-52 b,0.03696,0.00037,-0.00038,0.0,0.893,0.047,-0.047,0.0,5131.0,50.0,-50.0,0.0
284,HAT-P-53 b,0.03159,0.00042,-0.00042,0.0,1.209,0.081,-0.062,0.0,5956.0,50.0,-50.0,0.0
285,HAT-P-54 b,0.04117,0.00043,-0.00043,0.0,0.617,0.013,-0.013,0.0,4390.0,50.0,-50.0,0.0
286,HAT-P-55 b,0.04628,0.00074,-0.00072,0.0,1.105,0.018,-0.017,0.0,5804.0,37.0,-37.0,0.0
287,HAT-P-56 b,0.0447,0.0019,-0.0019,0.0,1.88,0.44,-0.44,0.0,6863.0,195.0,-195.0,0.0
288,HAT-P-57 b,0.0406,0.0011,-0.0011,0.0,1.5,0.05,-0.05,0.0,7500.0,250.0,-250.0,0.0
289,HAT-P-58 b,0.04994,0.00044,-0.00044,0.0,1.53,0.034,-0.034,0.0,6078.0,48.0,-48.0,0.0
290,HAT-P-59 b,0.05064,0.00037,-0.00037,0.0,1.1038,0.0073,-0.0073,0.0,5678.0,16.0,-16.0,0.0
291,HAT-P-6 b,0.05244,0.00092,-0.00092,0.0,1.518,0.072,-0.072,0.0,6570.0,80.0,-80.0,0.0
292,HAT-P-60 b,0.06277,0.00017,-0.00017,0.0,2.197,0.027,-0.02,0.0,6212.0,26.0,-26.0,0.0
293,HAT-P-61 b,0.0301,0.00034,-0.00034,0.0,0.938,0.011,-0.011,0.0,5587.0,45.0,-45.0,0.0
294,HAT-P-62 b,0.03772,0.00024,-0.00024,0.0,1.17,0.016,-0.016,0.0,5629.0,48.0,-48.0,0.0
295,HAT-P-63 b,0.04294,0.00035,-0.00035,0.0,0.9661,0.011,-0.0082,0.0,5400.0,55.0,-39.0,0.0
296,HAT-P-64 b,0.05387,0.0003,-0.0003,0.0,1.735,0.041,-0.028,0.0,6457.0,29.0,-29.0,0.0
297,HAT-P-65 b,0.04042,0.00057,-0.00055,0.0,1.666,0.024,-0.024,0.0,5872.0,40.0,-40.0,0.0
298,HAT-P-66 b,0.04363,0.00121,-0.00064,0.0,1.881,0.151,-0.095,0.0,6002.0,50.0,-50.0,0.0
299,HAT-P-67 b,0.06505,0.00273,-0.00079,0.0,2.546,0.099,-0.084,0.0,6406.0,65.0,-61.0,0.0
300,HAT-P-68 b,0.02996,0.00043,-0.00012,0.0,0.6701,0.0041,-0.0032,0.0,4508.0,43.0,-43.0,0.0
301,HAT-P-69 b,0.06555,0.0007,-0.00035,0.0,1.926,0.06,-0.031,0.0,7394.0,360.0,-600.0,0.0
302,HAT-P-7 b,0.0376,,,0.0,1.952,0.099,-0.11,0.0,6440.0,76.0,-89.0,0.0
303,HAT-P-70 b,0.04739,0.00031,-0.00106,0.0,1.858,0.119,-0.091,0.0,8450.0,540.0,-690.0,0.0
304,HAT-P-8 b,0.0487,0.0026,-0.0026,0.0,1.58,0.08,,0.0,6200.0,80.0,,0.0
305,HAT-P-9 b,0.0529,0.0014,-0.0014,0.0,1.339,0.08,-0.08,0.0,6350.0,150.0,-150.0,0.0
306,HATS-1 b,0.0444,0.0008,-0.0008,0.0,1.038,0.128,-0.075,0.0,5870.0,100.0,-100.0,0.0
307,HATS-10 b,0.04491,0.00074,-0.00074,0.0,1.105,0.055,-0.04,0.0,5880.0,120.0,-120.0,0.0
308,HATS-11 b,0.04614,0.00093,-0.00093,0.0,1.444,0.057,-0.057,0.0,6060.0,150.0,-150.0,0.0
309,HATS-12 b,0.0441,0.0005,-0.0005,0.0,1.17,0.07,-0.07,0.0,6357.0,91.0,-91.0,0.0
310,HATS-13 b,0.04057,0.00041,-0.00041,0.0,0.887,0.019,-0.019,0.0,5523.0,69.0,-69.0,0.0
311,HATS-14 b,0.03815,0.00032,-0.00032,0.0,0.933,0.023,-0.015,0.0,5346.0,60.0,-60.0,0.0
312,HATS-15 b,0.02712,0.00023,-0.00023,0.0,0.922,0.027,-0.027,0.0,5311.0,77.0,-77.0,0.0
313,HATS-16 b,0.03744,0.00045,-0.00045,0.0,1.238,0.097,-0.127,0.0,5738.0,79.0,-79.0,0.0
314,HATS-17 b,0.1308,0.0012,-0.0012,0.0,1.091,0.07,-0.046,0.0,5846.0,78.0,-78.0,0.0
315,HATS-18 b,0.01761,0.00027,-0.00027,0.0,1.02,0.057,-0.031,0.0,5600.0,120.0,-120.0,0.0
316,HATS-2 b,0.02298,0.00032,-0.00032,0.0,0.898,0.019,-0.019,0.0,5227.0,95.0,-95.0,0.0
317,HATS-22 b,0.05025,0.00042,-0.00042,0.0,0.689,0.028,-0.018,0.0,4803.0,55.0,-55.0,0.0
318,HATS-23 b,0.03397,0.00047,-0.00047,0.0,1.199,0.061,-0.081,0.0,5780.0,120.0,-120.0,0.0
319,HATS-24 b,0.0238,0.001,-0.001,0.0,1.12,0.044,-0.047,0.0,6125.0,94.0,-94.0,0.0
320,HATS-25 b,0.05163,0.0006,-0.0006,0.0,1.107,0.069,-0.069,0.0,5715.0,73.0,-73.0,0.0
321,HATS-26 b,0.04735,0.00133,-0.00068,0.0,2.04,0.15,-0.11,0.0,6071.0,81.0,-81.0,0.0
322,HATS-27 b,0.0611,0.00068,-0.00068,0.0,1.74,0.17,-0.1,0.0,6438.0,64.0,-64.0,0.0
323,HATS-28 b,0.04131,0.00053,-0.00053,0.0,0.922,0.04,-0.04,0.0,5498.0,84.0,-84.0,0.0
324,HATS-29 b,0.05475,0.00088,-0.00088,0.0,1.073,0.038,-0.038,0.0,5670.0,110.0,-110.0,0.0
325,HATS-3 b,0.0485,0.0004,-0.0006,0.0,1.404,0.03,-0.03,0.0,6351.0,76.0,-76.0,0.0
326,HATS-30 b,0.04354,0.00042,-0.00042,0.0,1.061,0.039,-0.039,0.0,5943.0,70.0,-70.0,0.0
327,HATS-31 b,0.0478,0.0012,-0.0012,0.0,1.87,0.18,-0.18,0.0,6050.0,120.0,-120.0,0.0
328,HATS-32 b,0.04024,0.00053,-0.00053,0.0,1.097,0.098,-0.063,0.0,5700.0,110.0,-110.0,0.0
329,HATS-33 b,0.03731,0.00133,-0.00133,0.0,1.022,0.05,-0.05,0.0,5659.0,85.0,-85.0,0.0
330,HATS-34 b,0.03166,0.00034,-0.00034,0.0,0.98,0.047,-0.047,0.0,5380.0,73.0,-73.0,0.0
331,HATS-35 b,0.03199,0.00033,-0.00033,0.0,1.433,0.056,-0.038,0.0,6300.0,100.0,-100.0,0.0
332,HATS-36 b,0.05425,0.00043,-0.00043,0.0,1.155,0.039,-0.039,0.0,6149.0,76.0,-76.0,0.0
333,HATS-37 A b,0.04913,0.00033,-0.00023,0.0,0.877,0.019,-0.012,0.0,5326.0,44.0,-44.0,0.0
334,HATS-38 b,0.05036,0.0003,-0.00023,0.0,1.105,0.016,-0.016,0.0,5732.0,25.0,-25.0,0.0
335,HATS-39 b,0.06007,0.00058,-0.00058,0.0,1.621,0.085,-0.085,0.0,6572.0,83.0,-83.0,0.0
336,HATS-4 b,0.03623,0.00024,-0.00025,0.0,0.93,0.02,-0.02,0.0,5403.0,50.0,-50.0,0.0
337,HATS-40 b,0.04997,0.00074,-0.00074,0.0,2.26,0.18,-0.11,0.0,6460.0,130.0,-130.0,0.0
338,HATS-41 b,0.0583,0.0015,-0.001,0.0,1.71,0.36,-0.24,0.0,6424.0,91.0,-91.0,0.0
339,HATS-42 b,0.03689,0.00065,-0.00065,0.0,1.48,0.2,-0.12,0.0,6060.0,120.0,-120.0,0.0
340,HATS-43 b,0.04944,0.00046,-0.00046,0.0,0.812,0.032,-0.032,0.0,5099.0,61.0,-61.0,0.0
341,HATS-44 b,0.03649,0.0003,-0.0003,0.0,0.847,0.036,-0.036,0.0,5080.0,100.0,-100.0,0.0
342,HATS-45 b,0.05511,0.00069,-0.00069,0.0,1.315,0.064,-0.064,0.0,6450.0,110.0,-110.0,0.0
343,HATS-46 b,0.05367,0.00053,-0.00053,0.0,0.853,0.04,-0.03,0.0,5495.0,69.0,-69.0,0.0
344,HATS-47 b,0.04269,0.00033,-0.00025,0.0,0.6564,0.0055,-0.0055,0.0,4512.0,19.0,-19.0,0.0
345,HATS-48 A b,0.03769,0.00011,-0.00011,0.0,0.7152,0.0038,-0.0038,0.0,4546.0,23.0,-18.0,0.0
346,HATS-49 b,0.04515,0.00016,-0.00016,0.0,0.6977,0.0055,-0.0055,0.0,4405.0,15.0,-15.0,0.0
347,HATS-5 b,0.05428,0.00056,-0.0006,0.0,0.87,0.02,-0.02,0.0,5304.0,50.0,-50.0,0.0
348,HATS-50 b,0.05046,0.0006,-0.0006,0.0,1.117,0.06,-0.06,0.0,5990.0,110.0,-110.0,0.0
349,HATS-51 b,0.04639,0.00077,-0.00077,0.0,1.44,0.18,-0.18,0.0,5758.0,58.0,-58.0,0.0
350,HATS-52 b,0.02498,0.0004,-0.0004,0.0,1.046,0.058,-0.058,0.0,6010.0,150.0,-150.0,0.0
351,HATS-53 b,0.04753,0.00066,-0.00066,0.0,1.101,0.031,-0.024,0.0,5644.0,94.0,-94.0,0.0
352,HATS-54 b,0.03763,0.00024,-0.00024,0.0,1.317,0.036,-0.036,0.0,5702.0,26.0,-26.0,0.0
353,HATS-55 b,0.05412,0.00014,-0.00018,0.0,1.126,0.011,-0.011,0.0,6214.0,36.0,-36.0,0.0
354,HATS-56 b,0.06043,0.00022,-0.00022,0.0,2.201,0.036,-0.036,0.0,6536.0,31.0,-31.0,0.0
355,HATS-57 b,0.03493,0.00021,-0.0003,0.0,0.96,0.011,-0.011,0.0,5587.0,19.0,-19.0,0.0
356,HATS-58 A b,0.05798,0.00057,-0.00057,0.0,1.433,0.059,-0.059,0.0,7175.0,54.0,-54.0,0.0
357,HATS-59 b,0.06112,0.00076,-0.00076,0.0,1.036,0.067,-0.067,0.0,5670.0,91.0,-91.0,0.0
358,HATS-59 c,2.504,0.035,-0.035,0.0,1.036,0.067,-0.067,0.0,5670.0,91.0,-91.0,0.0
359,HATS-6 b,0.03623,0.00042,-0.00057,0.0,0.57,0.011,-0.011,0.0,3724.0,18.0,-18.0,0.0
360,HATS-60 b,0.04708,0.00015,-0.00023,0.0,1.46,0.024,-0.024,0.0,5688.0,20.0,-20.0,0.0
361,HATS-61 b,0.07908,0.00033,-0.00033,0.0,1.664,0.024,-0.024,0.0,5542.0,21.0,-21.0,0.0
362,HATS-62 b,0.04163,0.00024,-0.00016,0.0,0.933,0.019,-0.013,0.0,5416.0,19.0,-13.0,0.0
363,HATS-63 b,0.04026,0.00028,-0.00028,0.0,1.07,0.012,-0.012,0.0,5627.0,18.0,-18.0,0.0
364,HATS-64 b,0.06562,0.00039,-0.00039,0.0,2.113,0.071,-0.071,0.0,6554.0,27.0,-27.0,0.0
365,HATS-65 b,0.04497,0.00033,-0.00033,0.0,1.31,0.027,-0.027,0.0,6277.0,30.0,-30.0,0.0
366,HATS-66 b,0.04714,0.00025,-0.00025,0.0,1.841,0.041,-0.041,0.0,6626.0,35.0,-35.0,0.0
367,HATS-67 b,0.03032,0.00015,-0.00015,0.0,1.441,0.026,-0.026,0.0,6594.0,33.0,-33.0,0.0
368,HATS-68 b,0.05071,0.00018,-0.00018,0.0,1.748,0.026,-0.026,0.0,6147.0,22.0,-22.0,0.0
369,HATS-69 b,0.03211,0.00014,-0.00019,0.0,0.8785,0.0077,-0.0077,0.0,5137.0,16.0,-16.0,0.0
370,HATS-7 b,0.04012,0.00043,-0.00044,0.0,0.815,0.049,-0.035,0.0,4985.0,50.0,-50.0,0.0
371,HATS-70 b,0.03632,0.00074,-0.00087,0.0,1.881,0.059,-0.066,0.0,7930.0,630.0,-820.0,0.0
372,HATS-71 b,0.03745,0.00015,-0.00015,0.0,0.4783,0.006,-0.006,0.0,3405.0,10.0,-10.0,0.0
373,HATS-72 b,0.066517,8.5e-05,-8.5e-05,0.0,0.7214,0.0021,-0.0021,0.0,4656.1,8.9,-8.9,0.0
374,HATS-74 A b,0.02384,0.00011,-0.00011,0.0,0.5758,0.0055,-0.0055,0.0,3776.9,9.5,-9.5,0.0
375,HATS-75 b,0.032742,0.000134,-9.9e-05,0.0,0.5848,0.0026,-0.0026,0.0,3790.4,5.7,-5.7,0.0
376,HATS-76 b,0.02658,0.00021,-0.00029,0.0,0.6259,0.0079,-0.0079,0.0,4016.0,17.0,-17.0,0.0
377,HATS-77 b,0.03607,0.00025,-0.00025,0.0,0.6428,0.0066,-0.0066,0.0,4071.0,13.0,-13.0,0.0
378,HATS-8 b,0.04667,0.00055,-0.00055,0.0,1.086,0.149,-0.059,0.0,5679.0,50.0,-50.0,0.0
379,HATS-9 b,0.0312,0.0004,-0.0005,0.0,1.56,0.04,-0.04,0.0,5599.0,85.0,-85.0,0.0
380,HD 100655 b,0.68,0.04,-0.04,0.0,10.06,0.86,-0.86,0.0,4891.0,46.0,-46.0,0.0
381,HD 100777 b,1.03,0.03,-0.03,0.0,1.04,0.02,-0.02,0.0,5533.0,3.0,-3.0,0.0
382,HD 101581 b,0.046,0.0007,-0.0007,0.0,0.63,0.027,-0.027,0.0,4675.0,53.0,-53.0,0.0
383,HD 101581 c,0.0573,0.0009,-0.0009,0.0,0.63,0.027,-0.027,0.0,4675.0,53.0,-53.0,0.0
384,HD 10180 c,0.06412,0.00101,-0.00101,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
385,HD 10180 d,0.12859,0.00202,-0.00202,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
386,HD 10180 e,0.2699,0.0043,-0.0043,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
387,HD 10180 f,0.4929,0.0078,-0.0078,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
388,HD 10180 g,1.427,0.028,-0.028,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
389,HD 10180 h,3.381,0.121,-0.121,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0
390,HD 101930 b,0.3,0.01,-0.01,0.0,0.86,0.02,-0.02,0.0,5108.0,27.0,-27.0,0.0
391,HD 102117 b,0.1532,0.0088,-0.0088,0.0,1.24307,0.08071,-0.058034,0.0,5667.88,123.91,-160.35,0.0
392,HD 102195 b,0.0491,,,0.0,0.835,0.016,-0.016,0.0,5330.0,28.0,-28.0,0.0
393,HD 102272 b,0.614,0.001,-0.001,0.0,10.1,4.6,-4.6,0.0,4908.0,35.0,-35.0,0.0
394,HD 102329 b,1.81,0.07,-0.07,0.0,9.82,0.75,-0.75,0.0,4745.0,71.0,-71.0,0.0
395,HD 102888 b,1.05,0.001,-0.001,0.0,8.6,0.17,-0.17,0.0,4990.0,39.0,-39.0,0.0
396,HD 102956 b,0.08,0.0,0.0,0.0,4.41,0.15,-0.15,0.0,4994.0,15.0,-15.0,0.0
397,HD 103197 b,0.25,0.0,0.0,0.0,0.88,0.03,-0.03,0.0,5250.0,84.0,-84.0,0.0
398,HD 103720 b,0.0498,0.0008,-0.0008,0.0,0.73,0.02,-0.02,0.0,5017.0,88.0,-88.0,0.0
399,HD 103891 b,3.27,0.02,-0.01,0.0,2.22,0.05,-0.05,0.0,6072.0,20.0,-20.0,0.0
400,HD 104067 b,0.26,0.0,0.0,0.0,0.74,0.02,-0.02,0.0,4937.0,25.0,-25.0,0.0
401,HD 104067 c,0.1058,0.0013,-0.0013,0.0,0.78,0.01,-0.01,0.0,4952.0,100.0,-100.0,0.0
402,HD 10442 b,2.34,0.05,-0.05,0.0,4.73,0.2,-0.2,0.0,5034.0,44.0,-44.0,0.0
403,HD 104985 b,0.715,0.0,0.0,0.0,11.12,1.23,-0.74,0.0,4738.0,,,0.0
404,HD 105779 b,3.38,0.05,-0.05,0.0,0.94,0.02,-0.02,0.0,5792.0,16.0,-16.0,0.0
405,HD 106252 b,2.7,,,0.0,1.11786,0.065892,-0.045364,0.0,5877.56,102.91,-162.59,0.0
406,HD 106270 b,4.3,0.4,-0.4,0.0,2.5,0.1,-0.1,0.0,5638.0,44.0,-44.0,0.0
407,HD 106315 b,0.09012,0.00083,-0.00085,0.0,1.18,0.11,-0.11,0.0,6290.0,60.0,-60.0,0.0
408,HD 106315 c,0.1526,0.0014,-0.0014,0.0,1.18,0.11,-0.11,0.0,6290.0,60.0,-60.0,0.0
409,HD 10647 b,2.015,0.011,-0.011,0.0,1.1,0.02,-0.02,0.0,6218.0,20.0,-20.0,0.0
410,HD 106515 A b,4.59,0.01,-0.01,0.0,1.62,0.05,-0.05,0.0,5362.0,29.0,-29.0,0.0
411,HD 10697 b,2.16,0.12,-0.12,0.0,1.83908,0.062921,-0.095632,0.0,5600.0,119.03,-86.57,0.0
412,HD 107148 b,0.3668,0.0046,-0.0049,0.0,1.169193,0.026697,-0.026697,0.0,5752.92,86.22,-86.22,0.0
413,HD 107148 c,0.1407,0.0018,-0.0019,0.0,1.169193,0.026697,-0.026697,0.0,5752.92,86.22,-86.22,0.0
414,HD 108147 b,0.102,0.0059,-0.0059,0.0,1.20664,0.059557,-0.059539,0.0,6255.73,126.62,-155.48,0.0
415,HD 108236 b,0.04527,0.00096,-0.00088,0.0,0.877,0.008,-0.008,0.0,5660.0,61.0,-61.0,0.0
416,HD 108236 c,0.0651,0.0024,-0.0024,0.0,0.888,0.017,-0.017,0.0,5730.0,50.0,-50.0,0.0
417,HD 108236 d,0.1131,0.004,-0.004,0.0,0.888,0.017,-0.017,0.0,5730.0,50.0,-50.0,0.0
418,HD 108236 e,0.14,0.0052,-0.0052,0.0,0.888,0.017,-0.017,0.0,5730.0,50.0,-50.0,0.0
419,HD 108236 f,0.1758,0.0041,-0.0038,0.0,0.877,0.008,-0.008,0.0,5660.0,61.0,-61.0,0.0
420,HD 108341 b,2.0,0.04,-0.04,0.0,0.79,0.03,-0.03,0.0,5122.0,79.0,-79.0,0.0
421,HD 108863 b,1.32,0.1,-0.1,0.0,5.74,,,0.0,4878.0,,,0.0
422,HD 108874 b,1.04,0.02,-0.02,0.0,1.05,0.02,-0.02,0.0,5600.0,37.0,-37.0,0.0
423,HD 108874 c,2.83,0.045,-0.045,0.0,1.091098,0.025508,-0.025508,0.0,5569.95,90.9,-90.9,0.0
424,HD 109246 b,0.33,0.01,-0.01,0.0,1.07,0.02,-0.02,0.0,5844.0,21.0,-21.0,0.0
425,HD 109286 b,1.259,0.021,-0.022,0.0,1.089,0.041,-0.041,0.0,5694.0,23.0,-23.0,0.0
